%time,field.header.seq,field.header.stamp,field.header.frame_id,field.magnetic_field.x,field.magnetic_field.y,field.magnetic_field.z,field.magnetic_field_covariance0,field.magnetic_field_covariance1,field.magnetic_field_covariance2,field.magnetic_field_covariance3,field.magnetic_field_covariance4,field.magnetic_field_covariance5,field.magnetic_field_covariance6,field.magnetic_field_covariance7,field.magnetic_field_covariance8
1574069824889737526,216,1574069824889304142,base_link,133000.0,212000.0,-347000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069825129666543,217,1574069825129357218,base_link,139000.0,217000.0,-364000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069825371113592,218,1574069825370836703,base_link,150000.0,213000.0,-353000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069825615305563,219,1574069825614869401,base_link,147000.0,218000.0,-348000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069825846430980,220,1574069825846281679,base_link,145000.0,225000.0,-343000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069826105644383,221,1574069826105306041,base_link,149000.0,230000.0,-354000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069826331713821,222,1574069826331526531,base_link,154000.0,220000.0,-341000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069826572521854,223,1574069826572170975,base_link,144000.0,216000.0,-356000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069826809359505,224,1574069826809145306,base_link,150000.0,215000.0,-358000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069827055058277,225,1574069827054666275,base_link,148000.0,205000.0,-358000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069827289768698,226,1574069827289509020,base_link,153000.0,202000.0,-348000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069827530503202,227,1574069827530017069,base_link,142000.0,213000.0,-350000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069827775864886,228,1574069827775695929,base_link,137000.0,221000.0,-350000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069828011428659,229,1574069828011047986,base_link,135000.0,221000.0,-350000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069828281813510,230,1574069828281669615,base_link,138000.0,209000.0,-357000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069828495889026,231,1574069828495475156,base_link,124000.0,220000.0,-361000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069828729466441,232,1574069828729234750,base_link,121000.0,222000.0,-355000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069828972879350,233,1574069828972489119,base_link,112000.0,231000.0,-358000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069829208809682,234,1574069829208588160,base_link,122000.0,222000.0,-352000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069829448536864,235,1574069829448119247,base_link,129000.0,219000.0,-351000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069829687134420,236,1574069829686857339,base_link,121000.0,223000.0,-358000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069829932636330,237,1574069829932505241,base_link,137000.0,219000.0,-350000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069830180987727,238,1574069830180614027,base_link,136000.0,214000.0,-357000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069830429522098,239,1574069830429387196,base_link,144000.0,223000.0,-338000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069830675042297,240,1574069830674687068,base_link,149000.0,228000.0,-342000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069830893265217,241,1574069830893054240,base_link,141000.0,240000.0,-342000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069831130444164,242,1574069831130127621,base_link,152000.0,225000.0,-340000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069831385208568,243,1574069831385027483,base_link,154000.0,219000.0,-332000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069831615108783,244,1574069831614706470,base_link,154000.0,224000.0,-336000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069831847087859,245,1574069831846926829,base_link,158000.0,231000.0,-340000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069832105910227,246,1574069832105532705,base_link,164000.0,229000.0,-336000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069832346413800,247,1574069832346212333,base_link,158000.0,229000.0,-338000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069832600119579,248,1574069832599729739,base_link,153000.0,230000.0,-338000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069832870386513,249,1574069832870202428,base_link,151000.0,225000.0,-339000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069833044742288,250,1574069833044362462,base_link,149000.0,232000.0,-336000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069833294927070,251,1574069833294746591,base_link,139000.0,243000.0,-346000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069833532704685,252,1574069833532298946,base_link,147000.0,235000.0,-330000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069833772618814,253,1574069833772341987,base_link,132000.0,238000.0,-337000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069834011151260,254,1574069834010736534,base_link,128000.0,235000.0,-348000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069834261202898,255,1574069834260960449,base_link,131000.0,236000.0,-343000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069834532351626,256,1574069834531992547,base_link,134000.0,234000.0,-340000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069834775453382,257,1574069834775270666,base_link,136000.0,235000.0,-345000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069834979021240,258,1574069834978834315,base_link,137000.0,235000.0,-341000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069835209829664,259,1574069835209413206,base_link,142000.0,235000.0,-339000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069835474531917,260,1574069835474295086,base_link,138000.0,242000.0,-345000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069835690281947,261,1574069835689799648,base_link,146000.0,234000.0,-336000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069835932717722,262,1574069835932463338,base_link,146000.0,236000.0,-335000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069836175598393,263,1574069836175204478,base_link,143000.0,240000.0,-336000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069836409725227,264,1574069836409572850,base_link,148000.0,234000.0,-337000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069836672555813,265,1574069836672155803,base_link,142000.0,244000.0,-348000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069836886943458,266,1574069836886747879,base_link,143000.0,233000.0,-332000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069837145007638,267,1574069837144661967,base_link,147000.0,243000.0,-337000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069837385015719,268,1574069837384864930,base_link,133000.0,245000.0,-335000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069837609894118,269,1574069837609539500,base_link,138000.0,241000.0,-335000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069837855890819,270,1574069837855564346,base_link,147000.0,238000.0,-336000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069838105516773,271,1574069838105312875,base_link,145000.0,240000.0,-330000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069838330926045,272,1574069838330665406,base_link,141000.0,244000.0,-334000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069838605459012,273,1574069838605151145,base_link,142000.0,246000.0,-337000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069838811568532,274,1574069838811217143,base_link,141000.0,239000.0,-331000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069839045958471,275,1574069839045748442,base_link,147000.0,238000.0,-337000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069839290109561,276,1574069839289684682,base_link,148000.0,234000.0,-344000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069839531657611,277,1574069839531351458,base_link,146000.0,235000.0,-342000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069839787489160,278,1574069839787102692,base_link,144000.0,251000.0,-353000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069840041827309,279,1574069840041626270,base_link,146000.0,235000.0,-338000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069840247597076,280,1574069840247191022,base_link,147000.0,230000.0,-342000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069840489719544,281,1574069840489595123,base_link,138000.0,230000.0,-343000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069840763786318,282,1574069840763402155,base_link,139000.0,237000.0,-336000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069840976084467,283,1574069840975906896,base_link,140000.0,225000.0,-312000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069841222134047,284,1574069841221660965,base_link,134000.0,236000.0,-334000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069841448148786,285,1574069841447939827,base_link,131000.0,238000.0,-335000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069841692538571,286,1574069841692193828,base_link,130000.0,238000.0,-343000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069841991290813,287,1574069841991060185,base_link,135000.0,229000.0,-341000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069842201766578,288,1574069842201376780,base_link,137000.0,235000.0,-341000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069842428975781,289,1574069842428766623,base_link,140000.0,233000.0,-337000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069842651650299,290,1574069842651415659,base_link,146000.0,224000.0,-326000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069842887247583,291,1574069842886817311,base_link,148000.0,238000.0,-327000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069843129608929,292,1574069843129343795,base_link,146000.0,247000.0,-338000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069843399192796,293,1574069843398873948,base_link,146000.0,241000.0,-328000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069843613666190,294,1574069843613473402,base_link,147000.0,245000.0,-327000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069843847708903,295,1574069843847398688,base_link,149000.0,240000.0,-336000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069844104113997,296,1574069844103944085,base_link,139000.0,242000.0,-343000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069844333269543,297,1574069844332900146,base_link,133000.0,243000.0,-350000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069844596134722,298,1574069844596006628,base_link,129000.0,239000.0,-346000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069844816636884,299,1574069844816241572,base_link,120000.0,232000.0,-347000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069845052606677,300,1574069845052401305,base_link,111000.0,228000.0,-345000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069845297384939,301,1574069845297012068,base_link,103000.0,232000.0,-349000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069845535615166,302,1574069845535405976,base_link,93000.0,222000.0,-354000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069845771882551,303,1574069845771703433,base_link,71000.0,229000.0,-359000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069846007825061,304,1574069846007428141,base_link,65000.0,228000.0,-357000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069846260822212,305,1574069846260544900,base_link,63000.0,219000.0,-366000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069846526242341,306,1574069846525874187,base_link,57000.0,221000.0,-359000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069846753718369,307,1574069846753517620,base_link,44000.0,238000.0,-374000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069847001206257,308,1574069847000867713,base_link,24000.0,236000.0,-365000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069847236839032,309,1574069847236598667,base_link,16000.0,235000.0,-367000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069847478727578,310,1574069847478337912,base_link,39000.0,229000.0,-372000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069847712558807,311,1574069847712403809,base_link,20000.0,227000.0,-374000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069847968187683,312,1574069847967810086,base_link,29000.0,219000.0,-382000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069848199422889,313,1574069848199214516,base_link,27000.0,223000.0,-373000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069848432972741,314,1574069848432697950,base_link,26000.0,226000.0,-372000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069848679819448,315,1574069848679579390,base_link,34000.0,224000.0,-372000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069848922839600,316,1574069848922453742,base_link,40000.0,227000.0,-364000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069849150266771,317,1574069849150050332,base_link,41000.0,226000.0,-358000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069849401730757,318,1574069849401386617,base_link,41000.0,228000.0,-363000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069849652502711,319,1574069849652287072,base_link,47000.0,226000.0,-369000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069849885224827,320,1574069849884749230,base_link,38000.0,227000.0,-358000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069850109970780,321,1574069850109746659,base_link,42000.0,227000.0,-363000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069850353600009,322,1574069850353248319,base_link,44000.0,224000.0,-362000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069850605040366,323,1574069850604823571,base_link,49000.0,228000.0,-364000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069850831478812,324,1574069850831178271,base_link,46000.0,224000.0,-370000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069851079969794,325,1574069851079754426,base_link,43000.0,225000.0,-361000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069851309442558,326,1574069851309181159,base_link,44000.0,225000.0,-366000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069851559095179,327,1574069851558953423,base_link,51000.0,223000.0,-366000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069851800849972,328,1574069851800618715,base_link,52000.0,224000.0,-370000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069852031987299,329,1574069852031816262,base_link,41000.0,224000.0,-364000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069852283463592,330,1574069852283072559,base_link,43000.0,223000.0,-365000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069852511579279,331,1574069852511420910,base_link,46000.0,226000.0,-372000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069852766151855,332,1574069852765723485,base_link,47000.0,228000.0,-371000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069852999040357,333,1574069852998869141,base_link,49000.0,226000.0,-371000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069853232603762,334,1574069853232272763,base_link,45000.0,223000.0,-364000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069853479365098,335,1574069853479154897,base_link,49000.0,223000.0,-371000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069853720213088,336,1574069853719816557,base_link,49000.0,226000.0,-366000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069853972083032,337,1574069853971857831,base_link,47000.0,222000.0,-371000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069854200238287,338,1574069854200049023,base_link,44000.0,225000.0,-369000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069854436832883,339,1574069854436658437,base_link,48000.0,222000.0,-361000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069854679661059,340,1574069854679295385,base_link,50000.0,223000.0,-367000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069854913132668,341,1574069854912903770,base_link,49000.0,227000.0,-365000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069855150771531,342,1574069855150477780,base_link,44000.0,223000.0,-366000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069855404612709,343,1574069855404428186,base_link,44000.0,230000.0,-360000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069855633091726,344,1574069855632696354,base_link,51000.0,224000.0,-368000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069855879911089,345,1574069855879693204,base_link,50000.0,226000.0,-367000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069856120409532,346,1574069856120034537,base_link,48000.0,227000.0,-358000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069856359018176,347,1574069856358829900,base_link,41000.0,238000.0,-366000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069856592557408,348,1574069856592251121,base_link,49000.0,225000.0,-367000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069856839321742,349,1574069856839094897,base_link,46000.0,226000.0,-369000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069857080119206,350,1574069857079731627,base_link,39000.0,226000.0,-362000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069857319705145,351,1574069857319498688,base_link,40000.0,221000.0,-367000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069857557612153,352,1574069857557250212,base_link,48000.0,222000.0,-366000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069857797359738,353,1574069857797165258,base_link,50000.0,220000.0,-370000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069858044742440,354,1574069858044387766,base_link,42000.0,223000.0,-364000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069858279461865,355,1574069858279184619,base_link,44000.0,227000.0,-360000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069858523259875,356,1574069858522939505,base_link,49000.0,225000.0,-365000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069858759773316,357,1574069858759460150,base_link,48000.0,224000.0,-368000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069859000437733,358,1574069859000039011,base_link,46000.0,219000.0,-359000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069859239124415,359,1574069859233130495,base_link,41000.0,224000.0,-365000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069859477118415,360,1574069859476840219,base_link,39000.0,225000.0,-365000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069859709596658,361,1574069859709382443,base_link,44000.0,229000.0,-363000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069859949354127,362,1574069859949144769,base_link,44000.0,228000.0,-372000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069860195699486,363,1574069860195332930,base_link,44000.0,226000.0,-366000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069860439243126,364,1574069860439091425,base_link,40000.0,223000.0,-364000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069860674175448,365,1574069860673761409,base_link,50000.0,224000.0,-367000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069860910215505,366,1574069860909941849,base_link,49000.0,223000.0,-368000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069861165686584,367,1574069861165242528,base_link,44000.0,225000.0,-363000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069861395842384,368,1574069861395642095,base_link,40000.0,224000.0,-365000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069861630768490,369,1574069861630437609,base_link,46000.0,225000.0,-365000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069861879118992,370,1574069861878907820,base_link,45000.0,219000.0,-367000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069862113686919,371,1574069862113324971,base_link,45000.0,223000.0,-361000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069862352894602,372,1574069862352707549,base_link,45000.0,224000.0,-361000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069862612588146,373,1574069862612198450,base_link,52000.0,221000.0,-364000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069862838557316,374,1574069862838284762,base_link,50000.0,224000.0,-368000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069863076568753,375,1574069863076187768,base_link,43000.0,227000.0,-363000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069863312993798,376,1574069863312786643,base_link,43000.0,223000.0,-363000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069863549056030,377,1574069863548874480,base_link,49000.0,228000.0,-369000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069863799150316,378,1574069863798938042,base_link,47000.0,224000.0,-367000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069864039927132,379,1574069864039578565,base_link,46000.0,223000.0,-358000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069864281480327,380,1574069864281306144,base_link,41000.0,226000.0,-358000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069864523367210,381,1574069864523063388,base_link,48000.0,225000.0,-370000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069864758828491,382,1574069864758590315,base_link,46000.0,223000.0,-369000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574069864999656388,383,1574069864999206923,base_link,37000.0,226000.0,-359000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
